filename,id,datetime,satellite,instrument,sensor,solar_zeniith,solar_azimuth
p013r030/LT50130301993202XXX02/LT50130301993202XXX02_stack.tif,LT50130301993202XXX02,1993-07-21T14:55:18.089031,LANDSAT_5,TM,TM5,33.976715,122.510201
p013r030/LE70130302014316EDC00/LE70130302014316EDC00_stack.tif,LE70130302014316EDC00,2014-11-12T15:31:09.024390,LANDSAT_7,ETM,ETM7,62.635185,163.197220
p013r030/LE70130302005307EDC00/LE70130302005307EDC00_stack.tif,LE70130302005307EDC00,2005-11-03T15:22:16.340474,LANDSAT_7,ETM,ETM7,60.673904,160.205093
p013r030/LT50130302011172GNC01/LT50130302011172GNC01_stack.tif,LT50130302011172GNC01,2011-06-21T15:22:11.277081,LANDSAT_5,TM,TM5,26.984196,129.857071
p013r030/LE70130302008204EDC00/LE70130302008204EDC00_stack.tif,LE70130302008204EDC00,2008-07-22T15:22:11.821237,LANDSAT_7,ETM,ETM7,30.402229,131.912628
p013r030/LC80130302016170LGN00/LC80130302016170LGN00_stack.tif,LC80130302016170LGN00,2016-06-18T15:32:36.899327,LANDSAT_8,OLI_TIRS,OLI_TIRS8,25.499870,134.570145
p013r030/LT50130302004313GNC01/LT50130302004313GNC01_stack.tif,LT50130302004313GNC01,2004-11-08T15:17:52.418006,LANDSAT_5,TM,TM5,62.422081,159.547928
p013r030/LT50130301992040XXX02/LT50130301992040XXX02_stack.tif,LT50130301992040XXX02,1992-02-09T14:57:04.373088,LANDSAT_5,TM,TM5,64.854362,145.804932
p013r030/LE70130302002123EDC00/LE70130302002123EDC00_stack.tif,LE70130302002123EDC00,2002-05-03T15:21:44.562805,LANDSAT_7,ETM,ETM7,32.892467,139.982071
p013r030/LE70130302014188EDC00/LE70130302014188EDC00_stack.tif,LE70130302014188EDC00,2014-07-07T15:30:25.204998,LANDSAT_7,ETM,ETM7,27.003696,133.114532
p013r030/LC80130302016090LGN00/LC80130302016090LGN00_stack.tif,LC80130302016090LGN00,2016-03-30T15:32:33.686379,LANDSAT_8,OLI_TIRS,OLI_TIRS8,43.037758,149.486649
p013r030/LE70130302006150EDC00/LE70130302006150EDC00_stack.tif,LE70130302006150EDC00,2006-05-30T15:22:57.044712,LANDSAT_7,ETM,ETM7,27.683540,133.695770
p013r030/LT50130301995032XXX01/LT50130301995032XXX01_stack.tif,LT50130301995032XXX01,1995-02-01T14:44:48.284081,LANDSAT_5,TM,TM5,68.188789,144.151001
p013r030/LT50130302004217GNC02/LT50130302004217GNC02_stack.tif,LT50130302004217GNC02,2004-08-04T15:15:38.781006,LANDSAT_5,TM,TM5,33.634197,133.243134
p013r030/LT50130302005203GNC01/LT50130302005203GNC01_stack.tif,LT50130302005203GNC01,2005-07-22T15:20:44.551006,LANDSAT_5,TM,TM5,30.476990,131.504410
p013r030/LT50130302010105GNC02/LT50130302010105GNC02_stack.tif,LT50130302010105GNC02,2010-04-15T15:23:47.078000,LANDSAT_5,TM,TM5,38.203743,144.305984
p013r030/LT50130301999155AAA02/LT50130301999155AAA02_stack.tif,LT50130301999155AAA02,1999-06-04T15:10:57.273000,LANDSAT_5,TM,TM5,28.871078,128.187592
p013r030/LT50130301993250AAA02/LT50130301993250AAA02_stack.tif,LT50130301993250AAA02,1993-09-07T14:55:14.977013,LANDSAT_5,TM,TM5,44.737362,138.279877
p013r030/LE70130302002363EDC00/LE70130302002363EDC00_stack.tif,LE70130302002363EDC00,2002-12-29T15:21:14.467398,LANDSAT_7,ETM,ETM7,69.588272,157.833176
p013r030/LE70130302010225EDC00/LE70130302010225EDC00_stack.tif,LE70130302010225EDC00,2010-08-13T15:25:06.501571,LANDSAT_7,ETM,ETM7,34.424343,139.399612
p013r030/LT50130301986103AAA03/LT50130301986103AAA03_stack.tif,LT50130301986103AAA03,1986-04-13T14:58:21.810069,LANDSAT_5,TM,TM5,41.990086,136.010101
p013r030/LT50130301988061XXX03/LT50130301988061XXX03_stack.tif,LT50130301988061XXX03,1988-03-01T15:02:41.227006,LANDSAT_5,TM,TM5,57.311310,144.139099
p013r030/LT50130302007097GNC01/LT50130302007097GNC01_stack.tif,LT50130302007097GNC01,2007-04-07T15:27:44.026025,LANDSAT_5,TM,TM5,40.834438,146.776688
p013r030/LE70130302009158EDC00/LE70130302009158EDC00_stack.tif,LE70130302009158EDC00,2009-06-07T15:23:19.997527,LANDSAT_7,ETM,ETM7,26.969105,132.247330
p013r030/LE70130302011100EDC00/LE70130302011100EDC00_stack.tif,LE70130302011100EDC00,2011-04-10T15:26:31.014326,LANDSAT_7,ETM,ETM7,39.774479,146.090607
p013r030/LT50130302004121GNC02/LT50130302004121GNC02_stack.tif,LT50130302004121GNC02,2004-04-30T15:13:00.403081,LANDSAT_5,TM,TM5,34.544395,137.441391
p013r030/LT50130301992312XXX02/LT50130301992312XXX02_stack.tif,LT50130301992312XXX02,1992-11-07T14:54:03.374063,LANDSAT_5,TM,TM5,63.901749,153.255234
p013r030/LC80130302014212LGN00/LC80130302014212LGN00_stack.tif,LC80130302014212LGN00,2014-07-31T15:32:51.519663,LANDSAT_8,OLI_TIRS,OLI_TIRS8,30.403927,138.271896
p013r030/LE70130302002203EDC00/LE70130302002203EDC00_stack.tif,LE70130302002203EDC00,2002-07-22T15:21:09.688066,LANDSAT_7,ETM,ETM7,30.397152,131.535431
p013r030/LE70130302011212EDC00/LE70130302011212EDC00_stack.tif,LE70130302011212EDC00,2011-07-31T15:26:21.534818,LANDSAT_7,ETM,ETM7,31.306637,135.801132
p013r030/LE70130302005275EDC00/LE70130302005275EDC00_stack.tif,LE70130302005275EDC00,2005-10-02T15:21:57.763945,LANDSAT_7,ETM,ETM7,50.136143,154.463654
p013r030/LE70130302013153EDC00/LE70130302013153EDC00_stack.tif,LE70130302013153EDC00,2013-06-02T15:28:36.980046,LANDSAT_7,ETM,ETM7,26.581364,135.611343
p013r030/LT50130302002355LGS01/LT50130302002355LGS01_stack.tif,LT50130302002355LGS01,2002-12-21T15:04:40.255038,LANDSAT_5,TM,TM5,70.724770,154.973221
p013r030/LC80130302014260LGN00/LC80130302014260LGN00_stack.tif,LC80130302014260LGN00,2014-09-17T15:33:01.557963,LANDSAT_8,OLI_TIRS,OLI_TIRS8,43.830070,153.920593
p013r030/LT50130302002131LGS01/LT50130302002131LGS01_stack.tif,LT50130302002131LGS01,2002-05-11T15:09:53.883063,LANDSAT_5,TM,TM5,32.451164,133.558197
p013r030/LT50130301988173PAC05/LT50130301988173PAC05_stack.tif,LT50130301988173PAC05,1988-06-21T15:03:30.003006,LANDSAT_5,TM,TM5,29.754112,122.860573
p013r030/LE70130302015255EDC02/LE70130302015255EDC02_stack.tif,LE70130302015255EDC02,2015-09-12T15:32:48.695801,LANDSAT_7,ETM,ETM7,42.276989,152.286346
p013r030/LT50130301987282PAC04/LT50130301987282PAC04_stack.tif,LT50130301987282PAC04,1987-10-09T15:00:15.256038,LANDSAT_5,TM,TM5,54.008881,149.847488
p013r030/LT50130301995176XXX01/LT50130301995176XXX01_stack.tif,LT50130301995176XXX01,1995-06-25T14:38:37.963013,LANDSAT_5,TM,TM5,33.914883,114.870819
p013r030/LE70130302016194EDC00/LE70130302016194EDC00_stack.tif,LE70130302016194EDC00,2016-07-12T15:35:26.605246,LANDSAT_7,ETM,ETM7,27.021339,135.809296
p013r030/LE70130302004113EDC01/LE70130302004113EDC01_stack.tif,LE70130302004113EDC01,2004-04-22T15:22:00.814664,LANDSAT_7,ETM,ETM7,35.911819,142.258865
p013r030/LT40130301987146XXX01/LT40130301987146XXX01_stack.tif,LT40130301987146XXX01,1987-05-26T14:51:54.106081,LANDSAT_4,TM,TM4,32.531204,123.584846
p013r030/LE70130302005339EDC00/LE70130302005339EDC00_stack.tif,LE70130302005339EDC00,2005-12-05T15:22:29.887128,LANDSAT_7,ETM,ETM7,68.047348,160.538254
p013r030/LE70130302002059EDC00/LE70130302002059EDC00_stack.tif,LE70130302002059EDC00,2002-02-28T15:21:51.442972,LANDSAT_7,ETM,ETM7,55.931519,149.470535
p013r030/LT50130301996259PAC02/LT50130301996259PAC02_stack.tif,LT50130301996259PAC02,1996-09-15T14:50:38.047000,LANDSAT_5,TM,TM5,47.622349,140.005981
p013r030/LE70130302003046EDC00/LE70130302003046EDC00_stack.tif,LE70130302003046EDC00,2003-02-15T15:21:34.434591,LANDSAT_7,ETM,ETM7,60.561554,151.058929
p013r030/LC80130302014244LGN00/LC80130302014244LGN00_stack.tif,LC80130302014244LGN00,2014-09-01T15:32:59.912790,LANDSAT_8,OLI_TIRS,OLI_TIRS8,38.674374,148.727753
p013r030/LT50130301987266XXX02/LT50130301987266XXX02_stack.tif,LT50130301987266XXX02,1987-09-23T14:59:56.063013,LANDSAT_5,TM,TM5,48.847408,145.137802
p013r030/LT50130301986327PAC04/LT50130301986327PAC04_stack.tif,LT50130301986327PAC04,1986-11-23T14:51:03.800044,LANDSAT_5,TM,TM5,67.983322,153.420105
p013r030/LE70130302013201EDC00/LE70130302013201EDC00_stack.tif,LE70130302013201EDC00,2013-07-20T15:28:14.576949,LANDSAT_7,ETM,ETM7,29.134045,134.042557
p013r030/LT50130301997181PAC03/LT50130301997181PAC03_stack.tif,LT50130301997181PAC03,1997-06-30T15:02:52.700019,LANDSAT_5,TM,TM5,30.275368,122.546288
p013r030/LE70130302016258EDC01/LE70130302016258EDC01_stack.tif,LE70130302016258EDC01,2016-09-14T15:35:36.298900,LANDSAT_7,ETM,ETM7,42.963474,154.108047
p013r030/LT50130302001176XXX02/LT50130302001176XXX02_stack.tif,LT50130302001176XXX02,2001-06-25T15:13:14.614075,LANDSAT_5,TM,TM5,28.484478,126.087791
p013r030/LT50130301996307XXX01/LT50130301996307XXX01_stack.tif,LT50130301996307XXX01,1996-11-02T14:53:06.318050,LANDSAT_5,TM,TM5,62.447815,152.678970
p013r030/LE70130302000294EDC00/LE70130302000294EDC00_stack.tif,LE70130302000294EDC00,2000-10-20T15:23:06.451580,LANDSAT_7,ETM,ETM7,56.188496,158.784744
p013r030/LT50130301997149PAC02/LT50130301997149PAC02_stack.tif,LT50130301997149PAC02,1997-05-29T15:01:45.907044,LANDSAT_5,TM,TM5,30.600491,126.205246
p013r030/LT50130301993138PAC03/LT50130301993138PAC03_stack.tif,LT50130301993138PAC03,1993-05-18T14:55:22.573044,LANDSAT_5,TM,TM5,33.070435,126.639778
p013r030/LT50130301991117AAA04/LT50130301991117AAA04_stack.tif,LT50130301991117AAA04,1991-04-27T14:55:00.357056,LANDSAT_5,TM,TM5,38.003689,132.034027
p013r030/LT50130302000334AAA02/LT50130302000334AAA02_stack.tif,LT50130302000334AAA02,2000-11-29T15:12:07.007088,LANDSAT_5,TM,TM5,67.736771,158.378998
p013r030/LT50130301989239XXX02/LT50130301989239XXX02_stack.tif,LT50130301989239XXX02,1989-08-27T14:59:21.156081,LANDSAT_5,TM,TM5,41.244965,135.413574
p013r030/LE70130302005323EDC00/LE70130302005323EDC00_stack.tif,LE70130302005323EDC00,2005-11-19T15:22:25.043034,LANDSAT_7,ETM,ETM7,64.986702,161.004272
p013r030/LT50130301988253XXX04/LT50130301988253XXX04_stack.tif,LT50130301988253XXX04,1988-09-09T15:03:40.435019,LANDSAT_5,TM,TM5,44.407623,141.689301
p013r030/LT50130301992248XXX02/LT50130301992248XXX02_stack.tif,LT50130301992248XXX02,1992-09-04T14:55:09.192075,LANDSAT_5,TM,TM5,44.015247,137.165802
p013r030/LE70130301999355EDC00/LE70130301999355EDC00_stack.tif,LE70130301999355EDC00,1999-12-21T15:25:48.197508,LANDSAT_7,ETM,ETM7,69.242424,159.911469
p013r030/LE70130302004161EDC01/LE70130302004161EDC01_stack.tif,LE70130302004161EDC01,2004-06-09T15:21:57.854965,LANDSAT_7,ETM,ETM7,27.073120,131.179718
p013r030/LE70130302004257EDC02/LE70130302004257EDC02_stack.tif,LE70130302004257EDC02,2004-09-13T15:21:32.059237,LANDSAT_7,ETM,ETM7,43.883381,148.839706
p013r030/LT50130302000190XXX02/LT50130302000190XXX02_stack.tif,LT50130302000190XXX02,2000-07-08T15:09:46.144094,LANDSAT_5,TM,TM5,30.096668,125.293472
p013r030/LT50130301997069AAA02/LT50130301997069AAA02_stack.tif,LT50130301997069AAA02,1997-03-10T14:58:54.236075,LANDSAT_5,TM,TM5,54.392368,141.914963
p013r030/LE70130302003318EDC02/LE70130302003318EDC02_stack.tif,LE70130302003318EDC02,2003-11-14T15:21:27.942271,LANDSAT_7,ETM,ETM7,63.662018,160.656296
p013r030/LT50130302011108EDC00/LT50130302011108EDC00_stack.tif,LT50130302011108EDC00,2011-04-18T15:22:36.758025,LANDSAT_5,TM,TM5,37.379021,143.424866
p013r030/LT50130302006110GNC01/LT50130302006110GNC01_stack.tif,LT50130302006110GNC01,2006-04-20T15:24:40.084013,LANDSAT_5,TM,TM5,36.398281,143.836411
p013r030/LE70130302010145EDC00/LE70130302010145EDC00_stack.tif,LE70130302010145EDC00,2010-05-25T15:25:00.761704,LANDSAT_7,ETM,ETM7,27.942543,136.058182
p013r030/LC80130302016106LGN00/LC80130302016106LGN00_stack.tif,LC80130302016106LGN00,2016-04-15T15:32:28.789935,LANDSAT_8,OLI_TIRS,OLI_TIRS8,37.119293,147.424240
p013r030/LE70130302007201EDC00/LE70130302007201EDC00_stack.tif,LE70130302007201EDC00,2007-07-20T15:23:04.439452,LANDSAT_7,ETM,ETM7,29.828377,131.647385
p013r030/LT50130301986007PAC05/LT50130301986007PAC05_stack.tif,LT50130301986007PAC05,1986-01-07T15:00:26.019056,LANDSAT_5,TM,TM5,70.737518,151.716858
p013r030/LT50130301994205XXX02/LT50130301994205XXX02_stack.tif,LT50130301994205XXX02,1994-07-24T14:50:47.436056,LANDSAT_5,TM,TM5,35.159962,121.652611
p013r030/LT50130301991245AAA02/LT50130301991245AAA02_stack.tif,LT50130301991245AAA02,1991-09-02T14:56:39.262050,LANDSAT_5,TM,TM5,43.039066,136.659149
p013r030/LT50130301989287XXX02/LT50130301989287XXX02_stack.tif,LT50130301989287XXX02,1989-10-14T14:58:05.241031,LANDSAT_5,TM,TM5,56.081577,150.411133
p013r030/LT50130301986135XXX03/LT50130301986135XXX03_stack.tif,LT50130301986135XXX03,1986-05-15T14:57:33.589069,LANDSAT_5,TM,TM5,33.396778,128.128616
p013r030/LT50130301986215XXX03/LT50130301986215XXX03_stack.tif,LT50130301986215XXX03,1986-08-03T14:54:58.310056,LANDSAT_5,TM,TM5,36.303158,125.620445
p013r030/LT50130302008116GNC01/LT50130302008116GNC01_stack.tif,LT50130302008116GNC01,2008-04-25T15:21:56.058006,LANDSAT_5,TM,TM5,34.997879,141.685303
p013r030/LE70130302005131EDC00/LE70130302005131EDC00_stack.tif,LE70130302005131EDC00,2005-05-11T15:22:30.642535,LANDSAT_7,ETM,ETM7,30.759716,138.285187
p013r030/LT50130302005315GNC01/LT50130302005315GNC01_stack.tif,LT50130302005315GNC01,2005-11-11T15:21:12.749013,LANDSAT_5,TM,TM5,62.972595,160.590942
p013r030/LE70130302006230EDC00/LE70130302006230EDC00_stack.tif,LE70130302006230EDC00,2006-08-18T15:22:33.408929,LANDSAT_7,ETM,ETM7,36.057060,139.945526
p013r030/LE70130302009174EDC00/LE70130302009174EDC00_stack.tif,LE70130302009174EDC00,2009-06-23T15:23:18.142756,LANDSAT_7,ETM,ETM7,26.935753,130.067841
p013r030/LT40130301989215XXX02/LT40130301989215XXX02_stack.tif,LT40130301989215XXX02,1989-08-03T15:06:24.058000,LANDSAT_4,TM,TM4,34.665573,129.502289
p013r030/LE70130302016002EDC00/LE70130302016002EDC00_stack.tif,LE70130302016002EDC00,2016-01-02T15:34:19.697259,LANDSAT_7,ETM,ETM7,68.561035,160.438736
p013r030/LT50130301986023PAC05/LT50130301986023PAC05_stack.tif,LT50130301986023PAC05,1986-01-23T15:00:06.103063,LANDSAT_5,TM,TM5,68.556870,149.150101
p013r030/LE70130302015239EDC00/LE70130302015239EDC00_stack.tif,LE70130302015239EDC00,2015-08-27T15:32:44.449213,LANDSAT_7,ETM,ETM7,37.292999,146.969162
p013r030/LT50130301992264XXX02/LT50130301992264XXX02_stack.tif,LT50130301992264XXX02,1992-09-20T14:54:53.518044,LANDSAT_5,TM,TM5,48.769028,142.747192
p013r030/LT50130301989127XXX02/LT50130301989127XXX02_stack.tif,LT50130301989127XXX02,1989-05-07T15:01:36.228056,LANDSAT_5,TM,TM5,34.425240,131.596313
p013r030/LT50130302008244GNC01/LT50130302008244GNC01_stack.tif,LT50130302008244GNC01,2008-08-31T15:18:22.672088,LANDSAT_5,TM,TM5,40.207119,143.342545
p013r030/LT50130302002019XXX01/LT50130302002019XXX01_stack.tif,LT50130302002019XXX01,2002-01-19T15:11:54.630044,LANDSAT_5,TM,TM5,68.229477,152.487930
p013r030/LE70130301999323EDC00/LE70130301999323EDC00_stack.tif,LE70130301999323EDC00,1999-11-19T15:25:44.724100,LANDSAT_7,ETM,ETM7,64.638527,161.880417
p013r030/LT50130302011268GNC01/LT50130302011268GNC01_stack.tif,LT50130302011268GNC01,2011-09-25T15:21:13.036031,LANDSAT_5,TM,TM5,47.590500,152.341690
p013r030/LC80130302016042LGN00/LC80130302016042LGN00_stack.tif,LC80130302016042LGN00,2016-02-11T15:32:52.215869,LANDSAT_8,OLI_TIRS,OLI_TIRS8,60.920319,154.602951
p013r030/LT50130302005043GNC01/LT50130302005043GNC01_stack.tif,LT50130302005043GNC01,2005-02-12T15:19:23.868013,LANDSAT_5,TM,TM5,61.523369,150.865982
p013r030/LE70130302013249EDC00/LE70130302013249EDC00_stack.tif,LE70130302013249EDC00,2013-09-06T15:28:27.023435,LANDSAT_7,ETM,ETM7,40.879894,148.999374
p013r030/LE70130302015319EDC00/LE70130302015319EDC00_stack.tif,LE70130302015319EDC00,2015-11-15T15:33:36.882173,LANDSAT_7,ETM,ETM7,63.231884,163.917847
p013r030/LT50130301993058XXX02/LT50130301993058XXX02_stack.tif,LT50130301993058XXX02,1993-02-27T14:54:54.200031,LANDSAT_5,TM,TM5,58.970268,142.411850
p013r030/LT50130302003182LGS01/LT50130302003182LGS01_stack.tif,LT50130302003182LGS01,2003-07-01T15:09:04.205056,LANDSAT_5,TM,TM5,29.434532,124.597824
p013r030/LC80130302016154LGN00/LC80130302016154LGN00_stack.tif,LC80130302016154LGN00,2016-06-02T15:32:33.804752,LANDSAT_8,OLI_TIRS,OLI_TIRS8,26.050575,137.349609
p013r030/LT50130301993090XXX02/LT50130301993090XXX02_stack.tif,LT50130301993090XXX02,1993-03-31T14:55:07.283088,LANDSAT_5,TM,TM5,46.905113,137.452072
p013r030/LC80130302014004LGN00/LC80130302014004LGN00_stack.tif,LC80130302014004LGN00,2014-01-04T15:34:14.858473,LANDSAT_8,OLI_TIRS,OLI_TIRS8,68.234673,160.021042
p013r030/LE70130302010257EDC00/LE70130302010257EDC00_stack.tif,LE70130302010257EDC00,2010-09-14T15:25:10.984065,LANDSAT_7,ETM,ETM7,43.683346,150.319000
p013r030/LT50130301995192AAA01/LT50130301995192AAA01_stack.tif,LT50130301995192AAA01,1995-07-11T14:37:53.711025,LANDSAT_5,TM,TM5,35.406475,115.433624
p013r030/LT50130302002195LGS01/LT50130302002195LGS01_stack.tif,LT50130302002195LGS01,2002-07-14T15:08:26.093006,LANDSAT_5,TM,TM5,31.030022,125.417427
p013r030/LT50130301991197XXX03/LT50130301991197XXX03_stack.tif,LT50130301991197XXX03,1991-07-16T14:56:12.661069,LANDSAT_5,TM,TM5,33.072781,121.690994
p013r030/LT50130302005027GNC01/LT50130302005027GNC01_stack.tif,LT50130302005027GNC01,2005-01-27T15:19:09.639019,LANDSAT_5,TM,TM5,65.908028,153.078339
p013r030/LE70130302004273EDC02/LE70130302004273EDC02_stack.tif,LE70130302004273EDC02,2004-09-29T15:21:28.706532,LANDSAT_7,ETM,ETM7,49.222343,153.603729
p013r030/LT50130301994237XXX02/LT50130301994237XXX02_stack.tif,LT50130301994237XXX02,1994-08-25T14:49:57.924088,LANDSAT_5,TM,TM5,41.902531,131.667709
p013r030/LT50130302009342GNC01/LT50130302009342GNC01_stack.tif,LT50130302009342GNC01,2009-12-08T15:23:27.093038,LANDSAT_5,TM,TM5,68.361382,160.614136
p013r030/LT50130302008148GNC01/LT50130302008148GNC01_stack.tif,LT50130302008148GNC01,2008-05-27T15:21:05.486013,LANDSAT_5,TM,TM5,28.175243,133.743256
p013r030/LE70130302009046EDC00/LE70130302009046EDC00_stack.tif,LE70130302009046EDC00,2009-02-15T15:22:48.411614,LANDSAT_7,ETM,ETM7,60.250637,151.377243
p013r030/LT50130302000174XXX02/LT50130302000174XXX02_stack.tif,LT50130302000174XXX02,2000-06-22T15:09:24.672056,LANDSAT_5,TM,TM5,28.896049,124.882126
p013r030/LT50130301995240AAA01/LT50130301995240AAA01_stack.tif,LT50130301995240AAA01,1995-08-28T14:35:41.690063,LANDSAT_5,TM,TM5,44.611847,128.416229
p013r030/LT50130302007145GNC01/LT50130302007145GNC01_stack.tif,LT50130302007145GNC01,2007-05-25T15:27:16.746075,LANDSAT_5,TM,TM5,27.754387,136.941742
p013r030/LT50130301994285AAA02/LT50130301994285AAA02_stack.tif,LT50130301994285AAA02,1994-10-12T14:48:38.839056,LANDSAT_5,TM,TM5,56.260571,147.283218
p013r030/LE70130302004129EDC02/LE70130302004129EDC02_stack.tif,LE70130302004129EDC02,2004-05-08T15:22:04.879981,LANDSAT_7,ETM,ETM7,31.444698,138.794907
p013r030/LT50130302002051LGS02/LT50130302002051LGS02_stack.tif,LT50130302002051LGS02,2002-02-20T15:11:17.364063,LANDSAT_5,TM,TM5,59.787033,147.657211
p013r030/LE70130302013217EDC00/LE70130302013217EDC00_stack.tif,LE70130302013217EDC00,2013-08-05T15:28:08.996696,LANDSAT_7,ETM,ETM7,32.259838,138.068420
p013r030/LT50130302007113GNC01/LT50130302007113GNC01_stack.tif,LT50130302007113GNC01,2007-04-23T15:27:36.917013,LANDSAT_5,TM,TM5,35.272205,144.251358
p013r030/LT50130301998328AAA01/LT50130301998328AAA01_stack.tif,LT50130301998328AAA01,1998-11-24T15:11:55.310006,LANDSAT_5,TM,TM5,66.654617,158.473267
